Day,Building,Room,Start Time,End Time
Wednesday,UL-Building,UL8,12:10,14:00
Monday,UA,UA2240,18:40,21:30
Wednesday,SIRC,4150,18:40,21:30
Thursday,UA,UA2240,18:40,21:30
Friday,SIRC,4150,18:40,21:30
Monday,UB,UB2034,11:10,12:00
Monday,UB,UB2034,14:10,17:00
Wednesday,UL-Building,UL3,15:40,17:00
Wednesday,UL-Building,UL1,15:40,17:00
Wednesday,UL-Building,UL8,17:10,18:30
Wednesday,UL-Building,UL4,17:10,18:30
Tuesday,UB,UB2080,9:40,11:00
Thursday,UB,UB2080,9:40,11:00
Wednesday,UA,UA1350,11:10,12:30
Friday,UA,UA1350,11:10,12:30
Wednesday,UA,UA1350,12:40,14:00
Friday,UA,UA1350,12:40,14:00
Wednesday,UA,UA1350,14:10,15:30
Friday,UA,UA1350,14:10,15:30
Wednesday,ERC,ERC1054,9:40,11:00
Wednesday,UL-Building,UL1,9:40,11:00
Wednesday,UL-Building,UL6,9:40,11:00
Monday,UL-Building,UL1,11:10,12:30
Monday,UL-Building,UL3,11:10,12:30
Monday,UL-Building,UL2,11:10,12:30
Monday,UA,UA3230,9:40,11:00
Thursday,UL-Building,UL8,9:40,11:00
Wednesday,ERC,ERC1056,15:40,17:00
Wednesday,UL-Building,UL6,15:40,17:00
Monday,UL-Building,UL4,8:10,9:30
Thursday,UL-Building,UL2,14:10,15:30
Thursday,UL-Building,UL4,14:10,15:30
Friday,UA,UA3240,15:40,17:00
Friday,UL-Building,UL8,15:40,17:00
Monday,UA,UA3230,8:10,9:30
Monday,UA,UA3240,8:10,9:30
Friday,UL-Building,UL1,12:40,14:00
Thursday,UL-Building,UL2,15:40,17:00
Thursday,UL-Building,UL4,15:40,17:00
Thursday,UL-Building,UL3,15:40,17:00
Tuesday,UL-Building,UL2,14:10,15:30
Tuesday,UL-Building,UL1,14:10,15:30
Tuesday,ERC,ERC1054,14:10,15:30
Monday,UA,UA1120,11:10,12:30
Wednesday,UA,UA1120,11:10,12:30
Monday,UL-Building,UL2,12:40,14:00
Thursday,UL-Building,UL6,12:40,14:00
Thursday,UL-Building,UL2,12:40,14:00
Monday,UL-Building,UL4,14:10,15:30
Monday,UA,UA1350,12:40,14:00
Thursday,UA,UA1350,12:40,14:00
Monday,UA,UA1350,17:10,18:30
Thursday,UA,UA1350,17:10,18:30
Monday,UB,UB2080,11:10,12:30
Thursday,UB,UB2080,11:10,12:30
Tuesday,UL-Building,UL3,11:10,12:30
Tuesday,UA,UA2240,11:10,12:30
Tuesday,UA,UA2140,11:10,12:30
Tuesday,UA,UA1240,11:10,12:30
Wednesday,UL-Building,UL4,9:40,11:00
Wednesday,UL-Building,UL3,9:40,11:00
Thursday,UL-Building,UL2,11:10,12:30
Friday,UL-Building,UL1,11:10,12:30
Friday,ERC,ERC1054,11:10,12:30
Tuesday,ERC,ERC1092,14:10,15:30
Tuesday,UL-Building,UL2,12:40,14:00
Thursday,UL-Building,UL6,14:10,15:30
Friday,UL-Building,UL3,15:40,17:00
Friday,UA,UA3230,15:40,17:00
Thursday,UL-Building,UL3,14:10,15:30
Thursday,UL-Building,UL1,14:10,15:30
Tuesday,UL-Building,UL2,15:40,17:00
Tuesday,UL-Building,UL1,15:40,17:00
Monday,UL-Building,UL6,12:40,14:00
Wednesday,UA,UA3230,9:40,11:00
Friday,UA,UA3230,9:40,11:00
Thursday,UA,UA3240,13:10,14:00
Tuesday,UA,UA1140,14:10,15:30
Thursday,UA,UA1140,14:10,15:30
Tuesday,UL-Building,UL4,13:10,14:00
Monday,UB,UB2080,8:10,9:30
Thursday,UB,UB2080,8:10,9:30
Monday,UA,UA1350,11:10,12:30
Thursday,UA,UA1350,11:10,12:30
Thursday,UL-Building,UL1,16:10,17:00
Thursday,ERC,ERC1054,16:10,17:00
Wednesday,J-Building,J127,10:10,11:00
Wednesday,J-Building,J125,10:10,11:00
Tuesday,UL-Building,UL4,15:10,16:00
Tuesday,UL-Building,UL3,15:10,16:00
Monday,UA,UA3240,17:10,18:00
Thursday,ERC,ERC1054,13:10,14:00
Tuesday,UA,UA3240,10:10,11:00
Tuesday,ERC,ERC1094,15:10,16:00
Tuesday,SIRC,1350,15:10,16:00
Tuesday,ERC,ERC1054,12:40,14:00
Friday,ERC,ERC1054,12:40,14:00
Tuesday,UA,UA3230,8:10,9:30
Friday,UA,UA3230,8:10,9:30
Monday,UA,UA3230,12:40,14:00
Wednesday,UA,UA3230,12:40,14:00
Monday,ERC,ERC1094,14:10,15:30
Thursday,ERC,ERC1094,14:10,15:30
Monday,ERC,ERC3027,9:40,11:00
Wednesday,ERC,ERC3027,9:40,11:00
Tuesday,J-Building,J102,8:10,9:30
Thursday,J-Building,J102,8:10,9:30
Wednesday,J-Building,J102,8:10,9:30
Friday,J-Building,J102,8:10,9:30
Monday,SIRC,3110,14:10,15:30
Thursday,SIRC,3110,14:10,15:30
Wednesday,J-Building,J125,11:10,12:00
Tuesday,SIRC,3110,14:10,15:00
Tuesday,J-Building,J125,16:10,17:00
Monday,J-Building,J102,14:10,15:30
Thursday,J-Building,J102,14:10,15:30
Wednesday,J-Building,J102,11:10,12:30
Friday,J-Building,J102,11:10,12:30
Monday,SIRC,2060,12:40,14:00
Thursday,SIRC,2060,12:40,14:00
Tuesday,SIRC,2020A,14:10,15:00
Wednesday,SIRC,2020A,10:10,11:00
Monday,SIRC,2020A,10:10,11:00
Wednesday,UA,UA1140,8:10,9:30
Friday,UA,UA1140,8:10,9:30
Wednesday,UA,UA1120,12:40,14:00
Friday,UA,UA1120,12:40,14:00
Tuesday,UA,UA3140,11:10,12:00
Thursday,UA,UA3130,11:10,12:00
Thursday,SIRC,2020B,11:10,12:00
Tuesday,UA,UA2220,16:10,17:00
Tuesday,ERC,ERC1092,16:10,17:00
Tuesday,UA,UA1140,9:40,11:00
Thursday,UA,UA1140,9:40,11:00
Tuesday,J-Building,J102,15:40,17:00
Thursday,J-Building,J102,15:40,17:00
Tuesday,UA,UA2220,14:10,15:30
Thursday,UA,UA2220,14:10,15:30
Tuesday,UA,UA1140,15:40,17:00
Thursday,UA,UA1140,15:40,17:00
Tuesday,UA,UA2230,10:10,11:00
Thursday,UA,UA2240,8:10,9:00
Friday,UA,UA3120,14:10,15:00
Wednesday,UA,UA3220,17:10,18:00
Wednesday,UB,UB2050,17:10,18:00
Wednesday,UA,UA3120,11:10,12:00
Wednesday,SIRC,3110,9:40,11:00
Friday,SIRC,3110,9:40,11:00
Tuesday,UA,UA1140,8:10,9:30
Thursday,UA,UA1140,8:10,9:30
Thursday,UA,UA2220,10:10,11:00
Wednesday,UA,UA2220,14:10,15:00
Thursday,SIRC,1350,14:10,15:00
Friday,SIRC,2020B,16:10,17:00
Friday,UA,UA2130,16:10,17:00
Tuesday,UA,UA2220,11:10,12:00
Tuesday,J-Building,J127,12:40,14:00
Thursday,J-Building,J127,12:40,14:00
Wednesday,UA,UA2130,12:40,14:00
Friday,UA,UA2130,12:40,14:00
Wednesday,UA,UA2120,17:10,18:30
Friday,UA,UA2120,17:10,18:30
Tuesday,UL-Building,UL6,12:10,13:00
Thursday,UL-Building,UL1,11:10,12:00
Monday,ERC,ERC1054,14:10,15:00
Monday,UL-Building,UL8,11:10,12:00
Wednesday,UA,UA3240,11:10,12:00
Tuesday,UL-Building,UL4,14:10,15:00
Wednesday,ERC,ERC1054,14:10,15:00
Monday,UL-Building,UL3,12:40,14:00
Thursday,UL-Building,UL3,12:40,14:00
Monday,UL-Building,UL8,15:40,17:00
Wednesday,UL-Building,UL8,15:40,17:00
Thursday,ERC,ERC1054,10:10,11:00
Tuesday,SIRC,3110,8:10,9:00
Wednesday,UA,UA3120,14:10,15:30
Friday,UA,UA3220,14:10,15:30
Friday,UA,UA2130,8:10,10:00
Monday,SIRC,3330,12:40,14:00
Wednesday,SIRC,2020A,12:40,14:00
Monday,ERC,ERC1054,18:40,20:00
Thursday,ERC,ERC1054,18:40,20:00
Monday,UA,UA2220,9:40,11:00
Wednesday,UA,UA2220,9:40,11:00
Friday,ERC,ERC1092,11:10,14:00
Monday,UB,UB2050,12:40,14:00
Thursday,UB,UB2050,12:40,14:00
Wednesday,UA,UA2220,15:10,18:00
Monday,ERC,ERC1096,8:10,11:00
Monday,ERC,ERC1092,14:10,17:00
Wednesday,ERC,ERC1096,11:10,14:00
Tuesday,UA,UA3230,15:40,17:00
Monday,ERC,ERC1054,12:40,14:00
Wednesday,ERC,ERC1054,12:40,14:00
Monday,UA,UA2130,14:10,15:30
Thursday,UA,UA2130,14:10,15:30
Tuesday,UA,UA3240,18:10,19:00
Monday,ERC,ERC1094,19:10,20:00
Wednesday,UA,UA1240,17:10,18:30
Friday,UA,UA1240,17:10,18:30
Monday,ERC,ERC1094,18:10,19:00
Tuesday,ERC,ERC1096,8:10,9:00
Tuesday,UA,UA1220,14:10,15:30
Thursday,UA,UA1220,14:10,15:30
Monday,UL-Building,UL4,18:10,19:00
Friday,UL-Building,UL3,11:10,12:00
Monday,UA,UA1240,15:40,17:00
Thursday,UA,UA1240,15:40,17:00
Monday,SIRC,2020B,17:10,18:00
Monday,UA,UA3220,15:40,17:00
Thursday,UA,UA3220,15:40,17:00
Wednesday,ERC,ERC2056,12:40,14:00
Friday,ERC,ERC2056,12:40,14:00
Monday,UL-Building,UL4,11:10,12:00
Friday,UL-Building,UL2,11:10,12:00
Monday,ERC,ERC3027,14:10,15:00
Thursday,ERC,ERC3027,9:10,10:00
Monday,UA,UA1240,11:10,14:00
Friday,UL-Building,UL6,16:10,17:00
Tuesday,UL-Building,UL1,12:10,13:00
Thursday,UA,UA1240,14:10,15:30
Friday,ERC,ERC2056,14:10,15:30
Wednesday,SIRC,1350,10:10,11:00
Wednesday,SIRC,1350,11:10,12:00
Wednesday,ERC,ERC2056,14:10,15:00
Monday,J-Building,J127,17:10,18:00
Monday,J-Building,J127,17:10,18:00
Thursday,UA,UA1240,9:10,12:00
Thursday,UA,UA1240,9:10,12:00
Thursday,J-Building,J127,14:10,17:00
Friday,ERC,ERC1094,11:10,14:00
Thursday,ERC,ERC1092,14:10,17:00
Monday,UA,UA3220,11:10,14:00
Monday,ERC,ERC1092,11:10,14:00
Monday,ERC,ERC1094,11:10,14:00
Wednesday,SIRC,1350,14:10,17:00
Wednesday,UA,UA3140,11:10,14:00
Thursday,SIRC,1350,11:10,14:00
Friday,SIRC,2020A,14:10,17:00
Thursday,UA,UA3220,11:10,14:00
Thursday,SIRC,2020A,8:10,11:00
Thursday,UA,UA3140,8:10,11:00
Friday,SIRC,2020A,11:10,14:00
Thursday,UA,UA2230,11:10,14:00
Thursday,ERC,ERC2056,11:10,14:00
Monday,ERC,ERC1096,14:10,17:00
Monday,SIRC,2020B,8:10,11:00
Monday,UA,UA3130,11:10,14:00
Monday,UA,UA2140,11:10,14:00
Tuesday,UA,UA3130,8:10,11:00
Tuesday,UA,UA3220,8:10,11:00
Wednesday,UA,UA3220,8:10,11:00
Monday,UB,UB2080,14:10,15:30
Thursday,UB,UB2080,14:10,15:30
Monday,UB,UB2080,15:40,17:00
Thursday,UB,UB2080,15:40,17:00
Wednesday,UB,UB2080,14:10,15:30
Friday,UB,UB2080,14:10,15:30
Wednesday,UB,UB2080,12:40,14:00
Friday,UB,UB2080,12:40,14:00
Wednesday,UA,UA3130,11:10,12:30
Wednesday,UA,UA3130,11:10,12:30
Wednesday,UA,UA3130,11:10,12:30
Wednesday,UA,UA3130,11:10,12:30
Wednesday,UA,UA3130,11:10,12:30
Wednesday,UA,UA3130,11:10,12:30
Wednesday,UA,UA3130,11:10,12:30
Wednesday,UA,UA3130,11:10,12:30
Wednesday,UA,UA3130,11:10,12:30
Wednesday,UA,UA3130,11:10,12:30
Wednesday,UA,UA3130,11:10,12:30
Wednesday,UA,UA3130,11:10,12:30
Friday,UA,UA3230,18:40,20:00
Friday,UA,UA3230,18:40,20:00
Friday,UA,UA3230,18:40,20:00
Friday,UA,UA3230,18:40,20:00
Friday,UA,UA3230,18:40,20:00
Friday,UA,UA3230,18:40,20:00
Wednesday,UL-Building,UL4,11:10,12:30
Wednesday,UL-Building,UL4,11:10,12:30
Wednesday,UL-Building,UL4,11:10,12:30
Wednesday,UL-Building,UL4,11:10,12:30
Wednesday,UL-Building,UL4,11:10,12:30
Wednesday,UL-Building,UL4,11:10,12:30
Wednesday,UL-Building,UL4,11:10,12:30
Wednesday,UL-Building,UL4,11:10,12:30
Wednesday,UL-Building,UL4,11:10,12:30
Wednesday,UL-Building,UL4,11:10,12:30
Wednesday,UL-Building,UL4,11:10,12:30
Wednesday,UL-Building,UL4,11:10,12:30
Friday,UL-Building,UL3,12:40,14:00
Friday,UL-Building,UL3,12:40,14:00
Friday,UL-Building,UL3,12:40,14:00
Friday,UL-Building,UL3,12:40,14:00
Friday,UL-Building,UL3,12:40,14:00
Friday,UL-Building,UL3,12:40,14:00
Tuesday,UL-Building,UL6,14:10,15:30
Tuesday,UL-Building,UL6,14:10,15:30
Tuesday,UL-Building,UL6,14:10,15:30
Tuesday,UL-Building,UL6,14:10,15:30
Tuesday,UL-Building,UL6,14:10,15:30
Tuesday,UL-Building,UL6,14:10,15:30
Tuesday,UL-Building,UL6,14:10,15:30
Tuesday,UL-Building,UL6,14:10,15:30
Tuesday,UL-Building,UL6,14:10,15:30
Tuesday,UL-Building,UL6,14:10,15:30
Tuesday,UL-Building,UL6,14:10,15:30
Tuesday,UL-Building,UL6,14:10,15:30
Thursday,UA,UA3240,18:40,20:00
Thursday,UA,UA3240,18:40,20:00
Thursday,UA,UA3240,18:40,20:00
Thursday,UA,UA3240,18:40,20:00
Thursday,UA,UA3240,18:40,20:00
Thursday,UA,UA3240,18:40,20:00
Thursday,UA,UA3240,18:40,20:00
Thursday,UA,UA3240,18:40,20:00
Thursday,UA,UA3240,18:40,20:00
Thursday,UA,UA3240,18:40,20:00
Thursday,UA,UA3240,18:40,20:00
Thursday,UA,UA3240,18:40,20:00
Thursday,ERC,ERC1054,11:10,12:30
Thursday,ERC,ERC1054,11:10,12:30
Thursday,ERC,ERC1054,11:10,12:30
Thursday,ERC,ERC1054,11:10,12:30
Thursday,ERC,ERC1054,11:10,12:30
Thursday,ERC,ERC1054,11:10,12:30
Thursday,ERC,ERC1054,11:10,12:30
Thursday,ERC,ERC1054,11:10,12:30
Thursday,ERC,ERC1054,11:10,12:30
Thursday,ERC,ERC1054,11:10,12:30
Thursday,ERC,ERC1054,11:10,12:30
Thursday,ERC,ERC1054,11:10,12:30
Monday,UL-Building,UL3,14:10,15:30
Monday,UL-Building,UL3,14:10,15:30
Monday,UL-Building,UL3,14:10,15:30
Monday,UL-Building,UL3,14:10,15:30
Monday,UL-Building,UL3,14:10,15:30
Monday,UL-Building,UL3,14:10,15:30
Monday,UL-Building,UL3,14:10,15:30
Monday,UL-Building,UL3,14:10,15:30
Monday,UL-Building,UL3,14:10,15:30
Monday,UL-Building,UL3,14:10,15:30
Monday,UL-Building,UL3,14:10,15:30
Monday,UL-Building,UL3,14:10,15:30
Monday,UL-Building,UL2,14:10,15:30
Monday,UL-Building,UL2,14:10,15:30
Monday,UL-Building,UL2,14:10,15:30
Monday,UL-Building,UL2,14:10,15:30
Monday,UL-Building,UL2,14:10,15:30
Monday,UL-Building,UL2,14:10,15:30
Monday,UL-Building,UL2,14:10,15:30
Monday,UL-Building,UL2,14:10,15:30
Monday,UL-Building,UL2,14:10,15:30
Monday,UL-Building,UL2,14:10,15:30
Monday,UL-Building,UL2,14:10,15:30
Monday,UL-Building,UL2,14:10,15:30
Wednesday,UL-Building,UL4,15:40,17:00
Wednesday,UL-Building,UL4,15:40,17:00
Wednesday,UL-Building,UL4,15:40,17:00
Wednesday,UL-Building,UL4,15:40,17:00
Wednesday,UL-Building,UL4,15:40,17:00
Wednesday,UL-Building,UL4,15:40,17:00
Wednesday,UL-Building,UL4,15:40,17:00
Wednesday,UL-Building,UL4,15:40,17:00
Wednesday,UL-Building,UL4,15:40,17:00
Wednesday,UL-Building,UL4,15:40,17:00
Wednesday,UL-Building,UL4,15:40,17:00
Wednesday,UL-Building,UL4,15:40,17:00
Thursday,UL-Building,UL1,12:40,14:00
Thursday,UL-Building,UL1,12:40,14:00
Thursday,UL-Building,UL1,12:40,14:00
Thursday,UL-Building,UL1,12:40,14:00
Thursday,UL-Building,UL1,12:40,14:00
Thursday,UL-Building,UL1,12:40,14:00
Wednesday,UL-Building,UL2,9:40,11:00
Wednesday,UL-Building,UL2,9:40,11:00
Wednesday,UL-Building,UL2,9:40,11:00
Wednesday,UL-Building,UL2,9:40,11:00
Wednesday,UL-Building,UL2,9:40,11:00
Wednesday,UL-Building,UL2,9:40,11:00
Wednesday,UL-Building,UL2,9:40,11:00
Wednesday,UL-Building,UL2,9:40,11:00
Wednesday,UL-Building,UL2,9:40,11:00
Wednesday,UL-Building,UL2,9:40,11:00
Wednesday,UL-Building,UL2,9:40,11:00
Wednesday,UL-Building,UL2,9:40,11:00
Wednesday,UL-Building,UL8,9:40,11:00
Wednesday,UL-Building,UL8,9:40,11:00
Wednesday,UL-Building,UL8,9:40,11:00
Wednesday,UL-Building,UL8,9:40,11:00
Wednesday,UL-Building,UL8,9:40,11:00
Wednesday,UL-Building,UL8,9:40,11:00
Wednesday,UL-Building,UL8,9:40,11:00
Wednesday,UL-Building,UL8,9:40,11:00
Wednesday,UL-Building,UL8,9:40,11:00
Wednesday,UL-Building,UL8,9:40,11:00
Wednesday,UL-Building,UL8,9:40,11:00
Wednesday,UL-Building,UL8,9:40,11:00
Wednesday,UL-Building,UL3,14:10,15:30
Wednesday,UL-Building,UL3,14:10,15:30
Wednesday,UL-Building,UL3,14:10,15:30
Wednesday,UL-Building,UL3,14:10,15:30
Wednesday,UL-Building,UL3,14:10,15:30
Wednesday,UL-Building,UL3,14:10,15:30
Wednesday,UL-Building,UL3,14:10,15:30
Wednesday,UL-Building,UL3,14:10,15:30
Wednesday,UL-Building,UL3,14:10,15:30
Wednesday,UL-Building,UL3,14:10,15:30
Wednesday,UL-Building,UL3,14:10,15:30
Wednesday,UL-Building,UL3,14:10,15:30
Monday,UA,UA1350,15:40,17:00
Thursday,UA,UA1350,15:40,17:00
Friday,UA,UA3230,14:10,15:30
Friday,UA,UA3230,14:10,15:30
Friday,UA,UA3230,14:10,15:30
Friday,UA,UA3230,14:10,15:30
Friday,UA,UA3230,14:10,15:30
Friday,UA,UA3230,14:10,15:30
Friday,UA,UA3230,14:10,15:30
Friday,UA,UA3230,14:10,15:30
Friday,UA,UA3230,14:10,15:30
Friday,UA,UA3230,14:10,15:30
Friday,UA,UA3230,14:10,15:30
Friday,UA,UA3230,14:10,15:30
Friday,UA,UA3240,17:10,18:30
Friday,UA,UA3240,17:10,18:30
Friday,UA,UA3240,17:10,18:30
Friday,UA,UA3240,17:10,18:30
Friday,UA,UA3240,17:10,18:30
Friday,UA,UA3240,17:10,18:30
Friday,UA,UA3240,17:10,18:30
Friday,UA,UA3240,17:10,18:30
Friday,UA,UA3240,17:10,18:30
Friday,UA,UA3240,17:10,18:30
Friday,UA,UA3240,17:10,18:30
Friday,UA,UA3240,17:10,18:30
Monday,UB,UB2050,9:40,11:00
Monday,UB,UB2050,9:40,11:00
Monday,UB,UB2050,9:40,11:00
Monday,UB,UB2050,9:40,11:00
Monday,UB,UB2050,9:40,11:00
Monday,UB,UB2050,9:40,11:00
Monday,UB,UB2050,9:40,11:00
Monday,UB,UB2050,9:40,11:00
Monday,UB,UB2050,9:40,11:00
Monday,UB,UB2050,9:40,11:00
Monday,UB,UB2050,9:40,11:00
Monday,UB,UB2050,9:40,11:00
Monday,UB,UB2050,11:10,12:30
Thursday,UB,UB2050,11:10,12:30
Tuesday,UL-Building,UL6,15:40,17:00
Wednesday,ERC,ERC1056,12:40,14:00
Friday,ERC,ERC1056,12:40,14:00
Monday,UL-Building,UL6,9:40,11:00
Monday,UL-Building,UL6,9:40,11:00
Monday,UL-Building,UL6,9:40,11:00
Monday,UL-Building,UL6,9:40,11:00
Monday,UL-Building,UL6,9:40,11:00
Monday,UL-Building,UL6,9:40,11:00
Thursday,UA,UA1350,18:40,21:30
Tuesday,ERC,ERC3027,8:10,9:30
Friday,ERC,ERC3027,8:10,9:30
Tuesday,UL-Building,UL4,11:10,12:30
Thursday,UL-Building,UL4,11:10,12:30
Monday,UB,UB2054,9:40,11:00
Wednesday,UB,UB2054,9:40,11:00
Monday,UB,UB2054,12:40,14:00
Wednesday,UB,UB2054,12:40,14:00
Monday,UA,UA3230,15:40,17:00
Wednesday,UA,UA3230,15:40,17:00
Tuesday,UA,UA3240,14:10,17:00
Monday,UA,UA3230,15:40,17:00
Wednesday,UA,UA3230,15:40,17:00
Monday,UA,UA1240,9:40,11:00
Wednesday,SIRC,2020B,9:40,11:00
Tuesday,UL-Building,UL8,14:10,15:30
Thursday,UL-Building,UL8,14:10,15:30
Tuesday,ERC,ERC1094,9:40,11:00
Friday,ERC,ERC1094,9:40,11:00
Friday,UL-Building,UL3,14:10,15:00
Monday,ERC,ERC1056,14:10,15:00
Monday,UB,UB2080,18:40,21:30
Friday,UB,UB2080,8:10,11:00
Monday,SIRC,2060,9:40,11:00
Wednesday,SIRC,2060,9:40,11:00
Tuesday,UA,UA1120,11:10,12:30
Friday,UA,UA1120,11:10,12:30
Monday,UA,UA2240,12:40,14:00
Thursday,UB,UB2050,9:40,11:00
Thursday,UA,UA3220,9:40,11:00
Wednesday,ERC,ERC1092,9:40,11:00
Wednesday,ERC,ERC1096,15:40,17:00
Wednesday,UA,UA3130,15:40,17:00
Monday,SIRC,2060,8:10,9:30
Wednesday,SIRC,2060,8:10,9:30
Tuesday,SIRC,3110,9:40,11:00
Thursday,SIRC,3110,9:40,11:00
Monday,SIRC,3110,9:40,11:00
Wednesday,SIRC,3110,11:10,12:30
Friday,SIRC,3110,11:10,12:30
Wednesday,SIRC,2060,14:10,15:30
Friday,SIRC,2060,14:10,15:30
Monday,SIRC,2060,18:40,20:00
Wednesday,SIRC,2060,18:40,20:00
Tuesday,UA,UA1140,12:40,14:00
Tuesday,UA,UA1140,12:40,14:00
Wednesday,SIRC,3110,12:40,14:00
Friday,SIRC,3110,12:40,14:00
Friday,ERC,ERC1094,14:10,17:00
Monday,SIRC,2020B,15:40,17:00
Thursday,SIRC,2020B,15:40,17:00
Tuesday,J-Building,J127,9:40,11:00
Thursday,J-Building,J127,9:40,11:00
Monday,J-Building,J102,9:40,11:00
Wednesday,J-Building,J102,9:40,11:00
Thursday,UA,UA2460,8:10,9:30
Friday,UA,UA2460,14:10,15:30
Wednesday,UA,UA2460,14:10,15:30
Tuesday,UA,UA2460,15:40,17:00
Friday,UA,UA2460,11:10,12:30
